car_name,year,price,assemble_place,series,km,engine_type,transmission,url
Toyota Vios 1.5G,2020,455 Triệu,Lắp ráp trong nước,Sedan,"50,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-vios-1.5g-2020-5620033
Isuzu  IZ650 TMB Inox 304,2021,322 Triệu,Lắp ráp trong nước,Truck,0 Km,Dầu,Số tay,https://bonbanh.com/xe-isuzu-khac-iz650-tmb-inox-304-2021-5485031
Ford Everest Titanium 2.0L 4x2 AT,2022,1 Tỷ 155 Triệu,Nhập khẩu,SUV,"19,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2022-5616224
Kia K5 Luxury 2.0 AT,2022,750 Triệu,Lắp ráp trong nước,Sedan,"30,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-kia-k5-luxury-2.0-at-2022-5624966
Ford Ranger Wildtrak 3.2L 4x4 AT,2015,475 Triệu,Nhập khẩu,Bán tải / Pickup,"96,000 Km",Dầu  3.2 L,Số tự động,https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2015-5506960
BMW 3 Series 320i,2015,590 Triệu,Nhập khẩu,Sedan,"130,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-bmw-3_series-320i-2015-5598428
Hyundai SantaFe 2.2L 4WD,2018,777 Triệu,Lắp ráp trong nước,SUV,"55,000 Km",Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.2l-4wd-2018-5587969
Mercedes Benz GLC 300 4Matic,2023,2 Tỷ 699 Triệu,Lắp ráp trong nước,SUV,"2,800 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2023-5553797
Ford Ranger Wildtrak 2.0L 4x4 AT,2018,625 Triệu,Nhập khẩu,Bán tải / Pickup,"109,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2018-5628931
Toyota Highlander Limited Hybrid 2.5 AWD,2020,3 Tỷ 390 Triệu,Nhập khẩu,SUV,"30,000 Km",Hybrid  2.5 L,Số tự động,https://bonbanh.com/xe-toyota-highlander-limited-hybrid-2.5-awd-2020-5570049
Mercedes Benz C class C300 AMG,2022,1 Tỷ 820 Triệu,Nhập khẩu,Sedan,"16,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2022-5618306
Kia Morning 1.25 MT,2022,285 Triệu,Lắp ráp trong nước,Hatchback,"18,000 Km",Xăng  1.25 L,Số tay,https://bonbanh.com/xe-kia-morning-1.25-mt-2022-5574790
Ford Ranger XLS 2.2L 4x2 MT,2017,445 Triệu,Nhập khẩu,Bán tải / Pickup,"74,000 Km",Dầu  2.2 L,Số tay,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-mt-2017-5640111
Mazda CX8 Deluxe,2022,825 Triệu,Lắp ráp trong nước,SUV,"20,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-mazda-cx8-deluxe-2022-5640112
Toyota Camry 2.0G,2022,955 Triệu,Nhập khẩu,Sedan,"26,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-toyota-camry-2.0g-2022-5557127
Toyota Hilux 2.8L 4x4 AT,2021,855 Triệu,Nhập khẩu,Bán tải / Pickup,"69,000 Km",Dầu  2.8 L,Số tự động,https://bonbanh.com/xe-toyota-hilux-2.8l-4x4-at-2021-5636269
Toyota Vios 1.5E MT,2020,370 Triệu,Lắp ráp trong nước,Sedan,"60,000 Km",Xăng  1.5 L,Số tay,https://bonbanh.com/xe-toyota-vios-1.5e-mt-2020-5563610
Mercedes Benz Sprinter Panel Van 311,2009,200 Triệu,Lắp ráp trong nước,Van/Minivan,"99,800 Km",Dầu  2.2 L,Số tay,https://bonbanh.com/xe-mercedes_benz-sprinter-panel-van-311-2009-5486815
Audi Q8 55 TF,S,"Line Quattro 
						2020",Nhập khẩu,SUV,"35,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-audi-q8-55-tfsi-s-line-quattro-2020-5591370
Kia Rondo GAT,2015,370 Triệu,Lắp ráp trong nước,SUV,"10,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-kia-rondo-gat-2015-5580383
Mazda CX5 2.5 Signature Premium AWD,I,"Activ 
						2020",Lắp ráp trong nước,SUV,"28,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.5-signature-premium-awd-i-activ-2020-5617252
Mercedes Benz GLC 200,2022,1 Tỷ 489 Triệu,Lắp ráp trong nước,SUV,"20,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-2022-5434724
Maserati Ghibli 3.0 V6,2018,2 Tỷ 900 Triệu,Nhập khẩu,Sedan,"20,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-maserati-ghibli-3.0-v6-2018-5601942
Toyota Camry 2.4G,2007,295 Triệu,Lắp ráp trong nước,Sedan,"555,555 Km",Xăng  2.4 L,Số tự động,https://bonbanh.com/xe-toyota-camry-2.4g-2007-5615841
Lexus LX 570,2015,3 Tỷ 350 Triệu,Nhập khẩu,SUV,"86,000 Km",Xăng  5.7 L,Số tự động,https://bonbanh.com/xe-lexus-lx-570-2015-5577428
Daewoo Lacetti CDX 1.6 AT,2009,158 Triệu,Nhập khẩu,Sedan,0 Km,Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-daewoo-lacetti-cdx-1.6-at-2009-5640119
Suzuki Ertiga GLX 1.5 AT,2019,410 Triệu,Nhập khẩu,SUV,"90,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-suzuki-ertiga-glx-1.5-at-2019-5640106
Mercedes Benz S class S450,2022,4 Tỷ 578 Triệu,Nhập khẩu,Sedan,"3,773 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-s_class-s450-2022-5581328
Kia Morning Luxury,2022,345 Triệu,Lắp ráp trong nước,Hatchback,"42,000 Km",Xăng  1.25 L,Số tự động,https://bonbanh.com/xe-kia-morning-luxury-2022-5618134
Toyota Hilux 3.0G 4x4 MT,2013,385 Triệu,Nhập khẩu,Bán tải / Pickup,"90,000 Km",Dầu  3.0 L,Số tay,https://bonbanh.com/xe-toyota-hilux-3.0g-4x4-mt-2013-5534617
Hyundai Accent 1.4 AT,2023,475 Triệu,Lắp ráp trong nước,Sedan,"5,600 Km",Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-hyundai-accent-1.4-at-2023-5618077
Hyundai SantaFe 2.2L HTRAC,2019,895 Triệu,Lắp ráp trong nước,SUV,"79,000 Km",Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.2l-htrac-2019-5523940
Toyota Fortuner 2.4G 4x2 MT,2020,810 Triệu,Lắp ráp trong nước,SUV,"66,000 Km",Dầu  2.4 L,Số tay,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2020-5635791
Chevrolet Captiva LTZ 2.4 AT,2007,179 Triệu,Lắp ráp trong nước,SUV,0 Km,Xăng  2.4 L,Số tự động,https://bonbanh.com/xe-chevrolet-captiva-ltz-2.4-at-2007-5405645
Ford Ranger Wildtrak 3.2L 4x4 AT,2016,585 Triệu,Nhập khẩu,Bán tải / Pickup,0 Km,Dầu  3.2 L,Số tự động,https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2016-5563227
Jeep Wrangler Rubicon 2.0 4x4 AT,2021,2 Tỷ 750 Triệu,Nhập khẩu,SUV,"80,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-jeep-wrangler-rubicon-2.0-4x4-at-2021-5614817
Mercedes Benz GLC 300 4Matic,2020,1 Tỷ 730 Triệu,Lắp ráp trong nước,SUV,"30,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2020-5595117
Bentley Continental GT,2008,1 Tỷ 880 Triệu,Nhập khẩu,Coupe,"60,000 Km",Xăng  6.0 L,Số tự động,https://bonbanh.com/xe-bentley-continental-gt-2008-5640113
Toyota Innova 2.0G,2016,495 Triệu,Lắp ráp trong nước,Crossover,"96,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-toyota-innova-2.0g-2016-5640077
Hyundai Tucson 2.0 AT CRDi Đặc biệt,2021,825 Triệu,Lắp ráp trong nước,Crossover,"19,500 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-hyundai-tucson-2.0-at-crdi-dac-biet-2021-5576712
Ford Ranger XLT 2.2L 4x4 MT,2017,495 Triệu,Nhập khẩu,Bán tải / Pickup,"80,000 Km",Dầu  2.2 L,Số tay,https://bonbanh.com/xe-ford-ranger-xlt-2.2l-4x4-mt-2017-5626856
Mercedes Benz GLC 300 4Matic,2018,1 Tỷ 155 Triệu,Lắp ráp trong nước,SUV,"65,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2018-5629512
Mercedes Benz Maybach S600,2015,4 Tỷ 500 Triệu,Nhập khẩu,Sedan,"50,000 Km",Xăng  6.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-maybach-s600-2015-5482064
Toyota Fortuner 2.5G,2014,555 Triệu,Lắp ráp trong nước,SUV,"120,000 Km",Dầu  2.5 L,Số tay,https://bonbanh.com/xe-toyota-fortuner-2.5g-2014-5493334
Mercedes Benz E class E200 Sport,2019,1 Tỷ 460 Triệu,Lắp ráp trong nước,Sedan,"17,600 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e200-sport-2019-5141619
Kia Sorento GATH 2.4L 2WD,2014,460 Triệu,Lắp ráp trong nước,SUV,"90,000 Km",Xăng  2.4 L,Số tự động,https://bonbanh.com/xe-kia-sorento-gath-2.4l-2wd-2014-5613503
LandRover Range Rover Autobiography LWB 5.0,2015,3 Tỷ 450 Triệu,Nhập khẩu,SUV,"81,234 Km",Xăng  5.0 L,Số tự động,https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-5.0-2015-5336541
Daewoo Lacetti SE,2010,185 Triệu,Nhập khẩu,Sedan,"90,000 Km",Xăng  1.6 L,Số tay,https://bonbanh.com/xe-daewoo-lacetti-se-2010-5627191
Mitsubishi Mirage 1.2 CVT,2019,330 Triệu,Nhập khẩu,Hatchback,"6,800,000 Km",Xăng  1.2 L,Số tự động,https://bonbanh.com/xe-mitsubishi-mirage-1.2-cvt-2019-5550111
Hyundai SantaFe 2.4L HTRAC,2019,789 Triệu,Lắp ráp trong nước,SUV,"80,000 Km",Xăng  2.4 L,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.4l-htrac-2019-5581679
Hyundai Accent 1.4 AT,2022,445 Triệu,Lắp ráp trong nước,Sedan,2 Km,Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-hyundai-accent-1.4-at-2022-5582945
Porsche Cayenne 3.6 V6,2007,399 Triệu,Nhập khẩu,SUV,"80,000 Km",Xăng  3.6 L,Số tự động,https://bonbanh.com/xe-porsche-cayenne-3.6-v6-2007-5568036
Mercedes Benz C class C200 Avantgarde Plus,2022,1 Tỷ 480 Triệu,Lắp ráp trong nước,Sedan,"16,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-plus-2022-5463689
Toyota Innova 2.0E,2016,425 Triệu,Lắp ráp trong nước,Crossover,"100,000 Km",Xăng  2.0 L,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2016-5557724
Mitsubishi Xpander 1.5 MT,2021,519 Triệu,Nhập khẩu,SUV,"17,000 Km",Xăng  1.5 L,Số tay,https://bonbanh.com/xe-mitsubishi-xpander-1.5-mt-2021-5611240
Honda City RS 1.5 AT,2022,546 Triệu,Lắp ráp trong nước,Sedan,"8,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-honda-city-rs-1.5-at-2022-5378031
Toyota Camry 2.5Q,2019,915 Triệu,Nhập khẩu,Sedan,0 Km,Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-toyota-camry-2.5q-2019-5599491
Ford Explorer Limited 2.3L EcoBoost,2017,950 Triệu,Nhập khẩu,SUV,0 Km,Xăng  2.3 L,Số tự động,https://bonbanh.com/xe-ford-explorer-limited-2.3l-ecoboost-2017-5620841
Isuzu Hi lander,V,"spec 2.5 MT 
						2005",Lắp ráp trong nước,SUV,"290,000 Km",Dầu  2.5 L,Số tay,https://bonbanh.com/xe-isuzu-hi_lander-v-spec-2.5-mt-2005-5533480
Mercedes Benz S class S450 4Matic Luxury,2022,4 Tỷ 550 Triệu,Nhập khẩu,Sedan,"22,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-s_class-s450-4matic-luxury-2022-5638246
Chevrolet Aveo LT 1.5 MT,2015,170 Triệu,Lắp ráp trong nước,Sedan,"90,000 Km",Xăng  1.5 L,Số tay,https://bonbanh.com/xe-chevrolet-aveo-lt-1.5-mt-2015-5596106
Ford Fiesta S 1.6 AT,2011,240 Triệu,Lắp ráp trong nước,Hatchback,"44,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-ford-fiesta-s-1.6-at-2011-5590274
Mazda 2 1.5 AT,2018,375 Triệu,Lắp ráp trong nước,Sedan,"100,085 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-2-1.5-at-2018-5566177
Mercedes Benz GLC 300 4Matic,2019,1 Tỷ 370 Triệu,Lắp ráp trong nước,SUV,"48,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2019-5602064
Ford Transit Limousine,2018,535 Triệu,Lắp ráp trong nước,Van/Minivan,"100,000 Km",Dầu  2.4 L,Số tay,https://bonbanh.com/xe-ford-transit-limousine-2018-5491202
Jaguar XJ series XJL 5.0 Supercharged,2014,1 Tỷ 450 Triệu,Nhập khẩu,Sedan,"70,000 Km",Xăng  5.0 L,Số tự động,https://bonbanh.com/xe-jaguar-xj_series-xjl-5.0-supercharged-2014-5557578
Toyota Tundra 5.7 V8 4x4 AT,2010,1 Tỷ 680 Triệu,Nhập khẩu,Bán tải / Pickup,0 Km,Dầu  5.7 L,Số tự động,https://bonbanh.com/xe-toyota-tundra-5.7-v8-4x4-at-2010-5423215
Mazda CX5 2.5 AT 2WD,2017,640 Triệu,Lắp ráp trong nước,SUV,"75,281 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2017-5507980
Hyundai SantaFe Tiêu chuẩn 2.5L,2022,950 Triệu,Lắp ráp trong nước,SUV,"8,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-hyundai-santafe-tieu-chuan-2.5l-2022-5627795
VinFast Lux A 2.0 Tiêu chuẩn,2022,645 Triệu,Lắp ráp trong nước,Sedan,0 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-vinfast-lux_a_2.0-tieu-chuan-2022-5482680
LandRover Range Rover Supercharged 5.0,2014,3 Tỷ 550 Triệu,Nhập khẩu,SUV,"60,000 Km",Xăng  5.0 L,Số tự động,https://bonbanh.com/xe-landrover-range_rover-supercharged-5.0-2014-4531136
Volkswagen Polo 1.6 AT,2020,469 Triệu,Nhập khẩu,Hatchback,"52,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-volkswagen-polo-1.6-at-2020-5515251
Toyota Camry 2.5Q,2020,969 Triệu,Nhập khẩu,Sedan,"28,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-toyota-camry-2.5q-2020-5546645
Ford Ranger Wildtrak 3.2L 4x4 AT,2017,605 Triệu,Nhập khẩu,Bán tải / Pickup,"85,362 Km",Dầu  3.2 L,Số tự động,https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2017-5640099
Ssangyong Stavic 2.0 MT,2016,470 Triệu,Nhập khẩu,Crossover,"120,000 Km",Dầu  2.0 L,Số tay,https://bonbanh.com/xe-ssangyong-stavic-2.0-mt-2016-5498186
Mazda CX5 Premium 2.0 AT,2022,795 Triệu,Lắp ráp trong nước,SUV,"40,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2022-5616779
Mazda CX8 Luxury,2020,808 Triệu,Lắp ráp trong nước,SUV,"40,123 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-mazda-cx8-luxury-2020-5640108
Mercedes Benz C class C180 Elegance,2004,125 Triệu,Lắp ráp trong nước,Sedan,"160,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c180-elegance-2004-5632799
Hyundai SantaFe Premium 2.2L HTRAC,2020,935 Triệu,Lắp ráp trong nước,SUV,0 Km,Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-hyundai-santafe-premium-2.2l-htrac-2020-5603754
Hyundai SantaFe Cao cấp 2.5L HTRAC,2022,1 Tỷ 115 Triệu,Lắp ráp trong nước,SUV,"20,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.5l-htrac-2022-5604357
Mazda BT50 2.2L 4x4 MT,2013,299 Triệu,Nhập khẩu,Bán tải / Pickup,"65,000 Km",Dầu  2.2 L,Số tay,https://bonbanh.com/xe-mazda-bt50-2.2l-4x4-mt-2013-5618797
Toyota Camry 2.0E,2009,300 Triệu,Nhập khẩu,Sedan,"120,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-toyota-camry-2.0e-2009-5640071
Toyota Land Cruiser 3.5 V6,2024,5 Tỷ 450 Triệu,Nhập khẩu,SUV,0 Km,Xăng  3.4 L,Số tự động,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2024-5574369
Honda CRV 2.0 AT,2016,565 Triệu,Lắp ráp trong nước,SUV,"105,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-honda-crv-2.0-at-2016-5564976
Hyundai SantaFe 2.2L 4WD,2016,683 Triệu,Lắp ráp trong nước,SUV,0 Km,Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.2l-4wd-2016-5638990
Mitsubishi Outlander 2.0 CVT,2021,675 Triệu,Lắp ráp trong nước,SUV,"61,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mitsubishi-outlander-2.0-cvt-2021-5640105
Mitsubishi Triton GLS 4x4 MT,2013,230 Triệu,Nhập khẩu,Bán tải / Pickup,"130,000 Km",Dầu  2.5 L,Số tay,https://bonbanh.com/xe-mitsubishi-triton-gls-4x4-mt-2013-5175732
Mitsubishi Pajero Sport 3.0G 4x2 AT,2016,619 Triệu,Nhập khẩu,SUV,"97,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mitsubishi-pajero-sport-3.0g-4x2-at-2016-5614165
Kia Cerato 1.6 AT Luxury,2021,545 Triệu,Lắp ráp trong nước,Sedan,"10,900 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-kia-cerato-1.6-at-luxury-2021-5617146
Hyundai Accent 1.4 AT Đặc Biệt,2022,500 Triệu,Lắp ráp trong nước,Sedan,"20,000 Km",Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2022-5502060
Toyota Corolla Cross 1.8G,2021,679 Triệu,Nhập khẩu,SUV,"30,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-toyota-corolla_cross-1.8g-2021-5592841
Toyota Fortuner 2.4L 4x2 AT,2022,1 Tỷ 38 Triệu,Lắp ráp trong nước,SUV,0 Km,Dầu  2.4 L,Số tự động,https://bonbanh.com/xe-toyota-fortuner-2.4l-4x2-at-2022-5454166
Toyota Innova E 2.0 MT,2023,729 Triệu,Lắp ráp trong nước,Crossover,"12,000 Km",Xăng  2.0 L,Số tay,https://bonbanh.com/xe-toyota-innova-e-2.0-mt-2023-5546648
Toyota Vios 1.5G,2019,415 Triệu,Lắp ráp trong nước,Sedan,"125,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-vios-1.5g-2019-5615242
Hyundai i10 Grand 1.2 AT,2017,315 Triệu,Lắp ráp trong nước,Sedan,"81,234 Km",Xăng  1.25 L,Số tự động,https://bonbanh.com/xe-hyundai-i10-grand-1.2-at-2017-5522076
Toyota Vios 1.5E,2013,235 Triệu,Lắp ráp trong nước,Sedan,"120,000 Km",Xăng  1.5 L,Số tay,https://bonbanh.com/xe-toyota-vios-1.5e-2013-5616552
Mazda 2 Luxury,2020,429 Triệu,Nhập khẩu,Sedan,"50,236 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-2-luxury-2020-5618385
Toyota Land Cruiser 4.2 MT,1990,325 Triệu,Nhập khẩu,SUV,300 Km,Dầu  4.2 L,Số tay,https://bonbanh.com/xe-toyota-land_cruiser-4.2-mt-1990-5503609
Ford Ranger Wildtrak 2.0L 4x4 AT,2022,790 Triệu,Lắp ráp trong nước,Bán tải / Pickup,"33,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2022-5640101
Volvo XC60 Recharge T8 AWD,2022,2 Tỷ 380 Triệu,Nhập khẩu,SUV,"46,000 Km",Hybrid  2.0 L,Số tự động,https://bonbanh.com/xe-volvo-xc60-recharge-t8-awd-2022-5607241
VinFast VF8 Plus,2022,895 Triệu,Lắp ráp trong nước,SUV,"25,000 Km",Điện  0.2 L,Số tự động,https://bonbanh.com/xe-vinfast-vf8-plus-2022-5575434
Hyundai Accent 1.4 AT Đặc Biệt,2023,500 Triệu,Lắp ráp trong nước,Sedan,"11,000 Km",Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2023-5628054
Honda CRV L,2022,955 Triệu,Lắp ráp trong nước,SUV,"31,500 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-honda-crv-l-2022-5625790
Kia Carnival Luxury 2.2D,2022,1 Tỷ 129 Triệu,Lắp ráp trong nước,Van/Minivan,"16,000 Km",Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-kia-carnival-luxury-2.2d-2022-5561951
Lexus RX 350,2021,3 Tỷ 950 Triệu,Nhập khẩu,SUV,"7,000 Km",Xăng  3.5 L,Số tự động,https://bonbanh.com/xe-lexus-rx-350-2021-5591939
Toyota Fortuner 2.7V 4x2 AT,2015,500 Triệu,Lắp ráp trong nước,SUV,"128,000 Km",Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2015-5617029
Toyota Fortuner 2.4L 4x2 MT,2022,890 Triệu,Lắp ráp trong nước,SUV,"69,000 Km",Dầu  2.4 L,Số tay,https://bonbanh.com/xe-toyota-fortuner-2.4l-4x2-mt-2022-5632473
Volvo S90 LWB Ultimate B6 AWD,2023,1 Tỷ 999 Triệu,Nhập khẩu,Sedan,"10,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-volvo-s90-lwb-ultimate-b6-awd-2023-5606390
Volvo XC90 Inscription B6 AWD,2022,3 Tỷ 589 Triệu,Nhập khẩu,SUV,"3,700 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-volvo-xc90-inscription-b6-awd-2022-5605916
Volvo XC60 Ultimate Bright B6 AWD,2023,2 Tỷ 50 Triệu,Nhập khẩu,SUV,"45,052 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-volvo-xc60-ultimate-bright-b6-awd-2023-5635529
Mercedes Benz CLA class CLA 250 4Matic,2015,610 Triệu,Nhập khẩu,Sedan,"80,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-cla_class-cla-250-4matic-2015-5559490
BMW 5 Series 520i,2014,600 Triệu,Nhập khẩu,Sedan,"103,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-bmw-5_series-520i-2014-5552569
Mazda 3 1.5L Luxury,2021,580 Triệu,Lắp ráp trong nước,Sedan,"80,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2021-5622045
Volkswagen Polo 1.6 AT,2021,498 Triệu,Nhập khẩu,Hatchback,"29,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-volkswagen-polo-1.6-at-2021-5624161
Toyota Hilux 2.8L 4x4 AT,2021,875 Triệu,Nhập khẩu,Bán tải / Pickup,"38,000 Km",Dầu  2.8 L,Số tự động,https://bonbanh.com/xe-toyota-hilux-2.8l-4x4-at-2021-5493859
Mercedes Benz C class C200,2017,695 Triệu,Lắp ráp trong nước,Sedan,0 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c200-2017-5582481
Toyota Innova 2.0E,2013,320 Triệu,Lắp ráp trong nước,Crossover,"130,000 Km",Xăng  2.0 L,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2013-5604279
Toyota Vios E 1.5 MT,2022,450 Triệu,Lắp ráp trong nước,Sedan,"4,400 Km",Xăng  1.5 L,Số tay,https://bonbanh.com/xe-toyota-vios-e-1.5-mt-2022-5553362
Volvo XC40 T5 AWD,R,"Design 
						2019",Nhập khẩu,SUV,"62,751 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-volvo-xc40-t5-awd-r-design-2019-5635550
Cadillac SRX 3.0 V6,2011,545 Triệu,Nhập khẩu,Crossover,"120,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-cadillac-srx-3.0-v6-2011-5638623
Kia Sedona 3.3L GATH,2018,679 Triệu,Lắp ráp trong nước,Van/Minivan,"73,000 Km",Xăng  3.3 L,Số tự động,https://bonbanh.com/xe-kia-sedona-3.3l-gath-2018-5571354
LandRover Range Rover Sport HSE,2018,2 Tỷ 250 Triệu,Nhập khẩu,SUV,"50,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-landrover-range_rover_sport-hse-2018-5430669
Mazda 3 1.5 AT,2018,450 Triệu,Lắp ráp trong nước,Sedan,"65,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5-at-2018-5580807
Kia Sedona 2.2 DAT Luxury,2020,898 Triệu,Lắp ráp trong nước,Van/Minivan,"74,666 Km",Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-kia-sedona-2.2-dat-luxury-2020-5544970
BMW 5 Series 520i,2013,575 Triệu,Nhập khẩu,Sedan,"130,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-bmw-5_series-520i-2013-5522379
Peugeot 3008 1.6 AT,2018,650 Triệu,Lắp ráp trong nước,Crossover,"90,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-peugeot-3008-1.6-at-2018-5561353
Honda City RS 1.5 AT,2022,489 Triệu,Lắp ráp trong nước,Sedan,"67,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-honda-city-rs-1.5-at-2022-5623981
