car_name,year,price,assemble_place,series,km,engine_type,transmission,url,brand,model
Hyundai Elantra 1.6 AT,2022,544000000.0,Lắp ráp trong nước,Sedan,40000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-elantra-1.6-at-2022-5598094,Hyundai,Elantra 1.6 AT
Infiniti EX 35,2009,518000000.0,Nhập khẩu,Crossover,8790,Xăng,Số tự động,https://bonbanh.com/xe-infiniti-ex-35-2009-5582674,Infiniti,Other
Toyota Fortuner 2.7V 4x2 AT,2019,760000000.0,Nhập khẩu,SUV,70000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2019-5592646,Toyota,Fortuner 2.7V 4x2 AT
Mercedes Benz S class S500L,2010,765000000.0,Nhập khẩu,Sedan,110000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-s_class-s500l-2010-5572001,Mercedes,Benz S class S500L
Lexus GX 470,2008,825000000.0,Nhập khẩu,SUV,152000,Xăng,Số tự động,https://bonbanh.com/xe-lexus-gx-470-2008-5577458,Lexus,GX 470
Mercedes Benz GLC 300 4Matic,2020,1699000000.0,Lắp ráp trong nước,SUV,52000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2020-5617224,Mercedes,Benz GLC 300 4Matic
Mercedes Benz GLS 450 4Matic,2021,4350000000.0,Nhập khẩu,SUV,38400,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2021-5638344,Mercedes,Benz GLS 450 4Matic
Hyundai SantaFe 2.2L 4WD,2015,625000000.0,Lắp ráp trong nước,SUV,140000,Dầu,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.2l-4wd-2015-5637453,Hyundai,SantaFe 2.2L 4WD
Honda HRV RS,2023,875000000.0,Nhập khẩu,Crossover,7000,Xăng,Số tự động,https://bonbanh.com/xe-honda-hrv-rs-2023-5594335,Honda,HRV RS
Toyota Land Cruiser VX 4.6 V8,2017,3465000000.0,Nhập khẩu,SUV,90000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-land_cruiser-vx-4.6-v8-2017-5607262,Toyota,Land Cruiser VX 4.6 V8
Ford Ranger XLS 2.2L 4x2 AT,2016,460000000.0,Nhập khẩu,Pickup,75000,Dầu,Số tự động,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2016-5636695,Ford,Ranger XLS 2.2L 4x2 AT
Toyota Prado VX 2.7L,2019,2135000000.0,Nhập khẩu,SUV,78000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2019-5559663,Toyota,Prado VX 2.7L
Lexus RX 350,2016,2250000000.0,Nhập khẩu,SUV,85000,Xăng,Số tự động,https://bonbanh.com/xe-lexus-rx-350-2016-5581209,Lexus,RX 350
Mazda 3 1.5L Luxury,2022,609000000.0,Lắp ráp trong nước,Sedan,20000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2022-5560629,Mazda,3 1.5L Luxury
Kia Sorento 2.2 DAT Premium,2020,740000000.0,Lắp ráp trong nước,SUV,48000,Dầu,Số tự động,https://bonbanh.com/xe-kia-sorento-2.2-dat-premium-2020-5598324,Kia,Sorento 2.2 DAT Premium
Mercedes Benz E class E180,2022,1540000000.0,Lắp ráp trong nước,Sedan,59544,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e180-2022-5439460,Mercedes,Benz E class E180
Ford Everest 2.5L 4x2 MT,2007,165000000.0,Lắp ráp trong nước,SUV,156000,Dầu,Số tay,https://bonbanh.com/xe-ford-everest-2.5l-4x2-mt-2007-5632751,Ford,Everest 2.5L 4x2 MT
Lexus LX 600 Urban,2023,9200000000.0,Nhập khẩu,SUV,9800,Xăng,Số tự động,https://bonbanh.com/xe-lexus-lx-600-urban-2023-5622849,Lexus,LX 600 Urban
LandRover Range Rover Sport HSE,2014,1570000000.0,Nhập khẩu,SUV,86400,Xăng,Số tự động,https://bonbanh.com/xe-landrover-range_rover_sport-hse-2014-5615212,LandRover,Range Rover Sport HSE
Lexus RX 300,2020,2750000000.0,Nhập khẩu,SUV,60000,Xăng,Số tự động,https://bonbanh.com/xe-lexus-rx-300-2020-5536460,Lexus,RX 300
Honda CRV L,2019,799000000.0,Nhập khẩu,SUV,43568,Xăng,Số tự động,https://bonbanh.com/xe-honda-crv-l-2019-5597831,Honda,CRV L
Toyota Vios G 1.5 CVT,2022,525000000.0,Lắp ráp trong nước,Sedan,23000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2022-5602709,Toyota,Vios G 1.5 CVT
Ford Everest Titanium 2.0L 4x2 AT,2021,965000000.0,Nhập khẩu,SUV,60000,Dầu,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2021-5629636,Ford,Everest Titanium 2.0L 4x2 AT
Honda Accord 1.5 AT,2022,1030000000.0,Nhập khẩu,Sedan,31000,Xăng,Số tự động,https://bonbanh.com/xe-honda-accord-1.5-at-2022-5555696,Honda,Accord 1.5 AT
Ford Ranger Raptor 2.0L 4x4 AT,2023,1235000000.0,Nhập khẩu,Pickup,19000,Dầu,Số tự động,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2023-5638300,Ford,Ranger Raptor 2.0L 4x4 AT
Toyota Land Cruiser 3.5 V6,2021,4545000000.0,Nhập khẩu,SUV,32000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2021-5627020,Toyota,Land Cruiser 3.5 V6
Ford EcoSport Titanium 1.5L AT,2018,465000000.0,Lắp ráp trong nước,SUV,65000,Xăng,Số tự động,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2018-5638343,Ford,EcoSport Titanium 1.5L AT
Mitsubishi Xpander Premium 1.5 AT,2022,598000000.0,Nhập khẩu,SUV,56000,Xăng,Số tự động,https://bonbanh.com/xe-mitsubishi-xpander-premium-1.5-at-2022-5591349,Mitsubishi,Xpander Premium 1.5 AT
Mercedes Benz GLC 300 4Matic,2019,1360000000.0,Lắp ráp trong nước,SUV,80000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2019-5605467,Mercedes,Benz GLC 300 4Matic
Volvo XC90 Inscription B6 AWD,2022,3450000000.0,Nhập khẩu,SUV,11000,Xăng,Số tự động,https://bonbanh.com/xe-volvo-xc90-inscription-b6-awd-2022-5569716,Volvo,XC90 Inscription B6 AWD
Ford Everest Titanium Plus 2.0L 4x4 AT,2022,1380000000.0,Nhập khẩu,SUV,58000,Dầu,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-plus-2.0l-4x4-at-2022-5553090,Ford,Everest Titanium Plus 2.0L 4x4 AT
Kia Morning Van 1.0 AT,2014,188000000.0,Nhập khẩu,Van/Minivan,80000,Xăng,Số tự động,https://bonbanh.com/xe-kia-morning-van-1.0-at-2014-5579519,Kia,Morning Van 1.0 AT
Toyota Fortuner 2.7V 4x2 AT,2019,825000000.0,Nhập khẩu,SUV,44000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2019-5620811,Toyota,Fortuner 2.7V 4x2 AT
Toyota Land Cruiser VX 4.6 V8,2013,1799000000.0,Nhập khẩu,SUV,170000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-land_cruiser-vx-4.6-v8-2013-5579202,Toyota,Land Cruiser VX 4.6 V8
Toyota Prado VX 2.7L,2021,2625000000.0,Nhập khẩu,SUV,60000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2021-5580628,Toyota,Prado VX 2.7L
LandRover Range Rover Autobiography 5.0,2009,988000000.0,Nhập khẩu,SUV,79893,Xăng,Số tự động,https://bonbanh.com/xe-landrover-range_rover-autobiography-5.0-2009-5128251,LandRover,Range Rover Autobiography 5.0
Mazda CX5 2.5 AT 2WD,2018,650000000.0,Lắp ráp trong nước,SUV,50000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2018-5490762,Mazda,CX5 2.5 AT 2WD
Mitsubishi Triton GL 4x4 MT,2014,275000000.0,Nhập khẩu,Pickup,140000,Xăng,Số tay,https://bonbanh.com/xe-mitsubishi-triton-gl-4x4-mt-2014-5575518,Mitsubishi,Other
Kia Sedona 2.2 DAT Luxury,2019,865000000.0,Lắp ráp trong nước,Van/Minivan,60000,Dầu,Số tự động,https://bonbanh.com/xe-kia-sedona-2.2-dat-luxury-2019-5607854,Kia,Sedona 2.2 DAT Luxury
Toyota Rush 1.5S AT,2020,520000000.0,Nhập khẩu,SUV,95827,Xăng,Số tự động,https://bonbanh.com/xe-toyota-rush-1.5s-at-2020-5623711,Toyota,Rush 1.5S AT
Toyota Yaris 1.3 AT,2008,225000000.0,Nhập khẩu,Hatchback,112000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-yaris-1.3-at-2008-5607536,Toyota,Yaris 1.3 AT
Lexus RX 300,2021,2930000000.0,Nhập khẩu,SUV,32000,Xăng,Số tự động,https://bonbanh.com/xe-lexus-rx-300-2021-5596627,Lexus,RX 300
Ford Ranger XLS 2.2L 4x2 AT,2019,520000000.0,Nhập khẩu,Pickup,81000,Dầu,Số tự động,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2019-5582037,Ford,Ranger XLS 2.2L 4x2 AT
Porsche Cayenne S,2018,4398000000.0,Nhập khẩu,SUV,33000,Xăng,Số tự động,https://bonbanh.com/xe-porsche-cayenne-s-2018-5608646,Porsche,Cayenne S
Toyota Land Cruiser VXR 3.5 V6,2021,6300000000.0,Nhập khẩu,SUV,118000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-land_cruiser-vxr-3.5-v6-2021-5613328,Toyota,Land Cruiser VXR 3.5 V6
Hyundai SantaFe 2.4L 4WD,2015,566000000.0,Lắp ráp trong nước,SUV,79000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.4l-4wd-2015-5482519,Hyundai,SantaFe 2.4L 4WD
Lexus RX 300,2020,2639000000.0,Nhập khẩu,SUV,69000,Xăng,Số tự động,https://bonbanh.com/xe-lexus-rx-300-2020-5540442,Lexus,RX 300
Toyota Prado VX 2.7L,2020,2150000000.0,Nhập khẩu,SUV,35000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2020-5457420,Toyota,Prado VX 2.7L
Mercedes Benz GLC 200 4Matic,2020,1430000000.0,Lắp ráp trong nước,SUV,64000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2020-5629529,Mercedes,Benz GLC 200 4Matic
Porsche Macan 2.0,2015,1499000000.0,Nhập khẩu,SUV,80000,Xăng,Số tự động,https://bonbanh.com/xe-porsche-macan-2.0-2015-4892316,Porsche,Macan 2.0
Volkswagen Touareg 3.6 AT,2016,1120000000.0,Nhập khẩu,SUV,72000,Xăng,Số tự động,https://bonbanh.com/xe-volkswagen-touareg-3.6-at-2016-5558581,Volkswagen,Touareg 3.6 AT
Nissan Juke 1.6 AT,2015,468000000.0,Nhập khẩu,SUV,80000,Xăng,Số tự động,https://bonbanh.com/xe-nissan-juke-1.6-at-2015-5611886,Nissan,Juke 1.6 AT
Ford Everest Titanium 2.0L 4x2 AT,2021,990000000.0,Nhập khẩu,SUV,26000,Dầu,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2021-5540035,Ford,Everest Titanium 2.0L 4x2 AT
Hyundai SantaFe 2.2L 4WD,2017,729000000.0,Lắp ráp trong nước,SUV,87000,Dầu,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.2l-4wd-2017-5627619,Hyundai,SantaFe 2.2L 4WD
Toyota Hilux 2.4E 4x2 AT,2019,585000000.0,Nhập khẩu,Pickup,50000,Dầu,Số tự động,https://bonbanh.com/xe-toyota-hilux-2.4e-4x2-at-2019-5639358,Toyota,Hilux 2.4E 4x2 AT
VinFast Lux A 2.0 Plus 2.0 AT,2021,625000000.0,Lắp ráp trong nước,Sedan,56789,Xăng,Số tự động,https://bonbanh.com/xe-vinfast-lux_a_2.0-plus-2.0-at-2021-5583349,VinFast,Lux A 2.0 Plus 2.0 AT
Honda HRV L,2018,559000000.0,Nhập khẩu,Crossover,46000,Xăng,Số tự động,https://bonbanh.com/xe-honda-hrv-l-2018-5638854,Honda,HRV L
Suzuki Vitara 1.6 AT,2016,438000000.0,Nhập khẩu,SUV,90000,Xăng,Số tự động,https://bonbanh.com/xe-suzuki-vitara-1.6-at-2016-5629158,Suzuki,Vitara 1.6 AT
Ford Everest Titanium Plus 2.0L 4x4 AT,2023,1450000000.0,Nhập khẩu,SUV,7000,Dầu,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-plus-2.0l-4x4-at-2023-5635861,Ford,Everest Titanium Plus 2.0L 4x4 AT
Mazda 3 1.5 AT,2018,468000000.0,Lắp ráp trong nước,Sedan,60000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-3-1.5-at-2018-5635918,Mazda,3 1.5 AT
Cadillac SRX 3.0 V6,2011,550000000.0,Nhập khẩu,Crossover,120000,Xăng,Số tự động,https://bonbanh.com/xe-cadillac-srx-3.0-v6-2011-5616354,Cadillac,SRX 3.0 V6
Ford Ranger XLS 2.0L 4x2 AT,2023,650000000.0,Lắp ráp trong nước,Pickup,35000,Dầu,Số tự động,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2023-5635169,Ford,Ranger XLS 2.0L 4x2 AT
Mazda 3 1.5L Luxury,2022,595000000.0,Lắp ráp trong nước,Sedan,20000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2022-5592452,Mazda,3 1.5L Luxury
Nissan Terra V 2.5 AT 4WD,2019,760000000.0,Nhập khẩu,SUV,54000,Xăng,Số tự động,https://bonbanh.com/xe-nissan-terra-v-2.5-at-4wd-2019-5632389,Nissan,Terra V 2.5 AT 4WD
Mercedes Benz C class C300 AMG,2022,1850000000.0,Lắp ráp trong nước,Sedan,17000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2022-5633119,Mercedes,Benz C class C300 AMG
Toyota Fortuner 2.7V 4x4 AT,2009,310000000.0,Lắp ráp trong nước,SUV,122000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x4-at-2009-5588365,Toyota,Fortuner 2.7V 4x4 AT
Mercedes Benz Maybach S680 4Matic,2022,14600000000.0,Nhập khẩu,Sedan,5000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-maybach-s680-4matic-2022-5563514,Mercedes,Benz Maybach S680 4Matic
Toyota Vios E 1.5 MT,2021,380000000.0,Lắp ráp trong nước,Sedan,70000,Xăng,Số tay,https://bonbanh.com/xe-toyota-vios-e-1.5-mt-2021-5639357,Toyota,Vios E 1.5 MT
Porsche Cayenne 3.0 V6,2019,3800000000.0,Nhập khẩu,SUV,40000,Xăng,Số tự động,https://bonbanh.com/xe-porsche-cayenne-3.0-v6-2019-5639355,Porsche,Cayenne 3.0 V6
Lexus ES 250,2022,2380000000.0,Nhập khẩu,Sedan,30000,Xăng,Số tự động,https://bonbanh.com/xe-lexus-es-250-2022-5534535,Lexus,ES 250
Kia Sedona 3.3 GAT Premium,2020,868000000.0,Lắp ráp trong nước,Van/Minivan,60000,Xăng,Số tự động,https://bonbanh.com/xe-kia-sedona-3.3-gat-premium-2020-5573688,Kia,Sedona 3.3 GAT Premium
Toyota Wigo 1.2 AT,2021,370000000.0,Nhập khẩu,Hatchback,28100,Xăng,Số tự động,https://bonbanh.com/xe-toyota-wigo-1.2-at-2021-5635543,Toyota,Wigo 1.2 AT
Toyota Corolla Cross 1.8G,2022,695000000.0,Nhập khẩu,SUV,34000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-corolla_cross-1.8g-2022-5604148,Toyota,Corolla Cross 1.8G
Ford F350 Super Duty Lariat Crew Cab 6.7L 4x4 AT,2017,4780000000.0,Nhập khẩu,Pickup,9932,Dầu,Số tự động,https://bonbanh.com/xe-ford-f350-super-duty-lariat-crew-cab-6.7l-4x4-at-2017-5562259,Ford,F350 Super Duty Lariat Crew Cab 6.7L 4x4 AT
Suzuki Super Carry Van Blind Van,2022,230000000.0,Lắp ráp trong nước,Van/Minivan,30000,Xăng,Số tay,https://bonbanh.com/xe-suzuki-super_carry_van-blind-van-2022-5638635,Suzuki,Super Carry Van Blind Van
Toyota Rush 1.5S AT,2021,568000000.0,Nhập khẩu,SUV,27000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-rush-1.5s-at-2021-5627851,Toyota,Rush 1.5S AT
Porsche Macan S,2021,3950000000.0,Nhập khẩu,SUV,5555,Xăng,Số tự động,https://bonbanh.com/xe-porsche-macan-s-2021-5625208,Porsche,Macan S
Mazda CX5 2.5 AT 2WD,2017,598000000.0,Lắp ráp trong nước,SUV,30000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2017-5564972,Mazda,CX5 2.5 AT 2WD
Kia K5 Luxury 2.0 AT,2022,750000000.0,Lắp ráp trong nước,Sedan,31000,Xăng,Số tự động,https://bonbanh.com/xe-kia-k5-luxury-2.0-at-2022-5639353,Kia,K5 Luxury 2.0 AT
Mazda 6 2.0 AT,2014,425000000.0,Lắp ráp trong nước,Sedan,72000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-6-2.0-at-2014-5570450,Mazda,6 2.0 AT
Honda City RS 1.5 AT,2022,540000000.0,Lắp ráp trong nước,Sedan,36000,Xăng,Số tự động,https://bonbanh.com/xe-honda-city-rs-1.5-at-2022-5599563,Honda,City RS 1.5 AT
Mercedes Benz GLC 200 4Matic,2022,1686000000.0,Lắp ráp trong nước,SUV,40000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2022-5629160,Mercedes,Benz GLC 200 4Matic
Audi Q7 2.0 AT,2017,1390000000.0,Nhập khẩu,SUV,120000,Xăng,Số tự động,https://bonbanh.com/xe-audi-q7-2.0-at-2017-5473513,Audi,Q7 2.0 AT
Peugeot 3008 Allure 1.6 AT,2021,755000000.0,Lắp ráp trong nước,Crossover,44000,Xăng,Số tự động,https://bonbanh.com/xe-peugeot-3008-allure-1.6-at-2021-5622081,Peugeot,3008 Allure 1.6 AT
Mercedes Benz GLC 200 4Matic,2021,1679000000.0,Lắp ráp trong nước,SUV,33000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2021-5630984,Mercedes,Benz GLC 200 4Matic
Peugeot Traveller Luxury,2019,980000000.0,Lắp ráp trong nước,Van/Minivan,35000,Dầu,Số tự động,https://bonbanh.com/xe-peugeot-traveller-luxury-2019-5629796,Peugeot,Traveller Luxury
Hyundai SantaFe 2.4L HTRAC,2019,770000000.0,Lắp ráp trong nước,SUV,73000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.4l-htrac-2019-5639336,Hyundai,SantaFe 2.4L HTRAC
Mercedes Benz E class E300 AMG,2021,2139000000.0,Lắp ráp trong nước,Sedan,21000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2021-5631400,Mercedes,Benz E class E300 AMG
Toyota Vios G 1.5 CVT,2022,520000000.0,Lắp ráp trong nước,Sedan,41500,Xăng,Số tự động,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2022-5594892,Toyota,Vios G 1.5 CVT
Peugeot 208 1.6 AT,2013,368000000.0,Nhập khẩu,Hatchback,50000,Xăng,Số tự động,https://bonbanh.com/xe-peugeot-208-1.6-at-2013-5467056,Peugeot,208 1.6 AT
BMW 5 Series 520i,2016,765000000.0,Nhập khẩu,Sedan,149637,Xăng,Số tự động,https://bonbanh.com/xe-bmw-5_series-520i-2016-5566985,BMW,5 Series 520i
Toyota Innova 2.0G,2015,440000000.0,Lắp ráp trong nước,Crossover,90000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-innova-2.0g-2015-5564447,Toyota,Innova 2.0G
Porsche Macan 2.0,2016,1680000000.0,Nhập khẩu,SUV,60000,Xăng,Số tự động,https://bonbanh.com/xe-porsche-macan-2.0-2016-5412596,Porsche,Macan 2.0
Rolls Royce Ghost 6.6 V12,2011,5678000000.0,Nhập khẩu,Sedan,45000,Xăng,Số tự động,https://bonbanh.com/xe-rolls_royce-ghost-6.6-v12-2011-5508811,Rolls,Royce Ghost 6.6 V12
Toyota Camry 2.5Q,2019,885000000.0,Nhập khẩu,Sedan,90000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-camry-2.5q-2019-5566742,Toyota,Camry 2.5Q
Honda City 1.5 AT,2015,348000000.0,Lắp ráp trong nước,Sedan,100000,Xăng,Số tự động,https://bonbanh.com/xe-honda-city-1.5-at-2015-5639329,Honda,City 1.5 AT
Mercedes Benz Maybach S450 4Matic,2022,7550000000.0,Nhập khẩu,Sedan,4000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-maybach-s450-4matic-2022-5623389,Mercedes,Benz Maybach S450 4Matic
Toyota Hilux 2.4L 4x2 AT,2021,655000000.0,Nhập khẩu,Pickup,80000,Dầu,Số tự động,https://bonbanh.com/xe-toyota-hilux-2.4l-4x2-at-2021-5639343,Toyota,Hilux 2.4L 4x2 AT
Toyota Innova 2.0V,2018,640000000.0,Lắp ráp trong nước,Crossover,85000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-innova-2.0v-2018-5637391,Toyota,Innova 2.0V
Toyota Innova 2.0E,2018,520000000.0,Lắp ráp trong nước,Crossover,76000,Xăng,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2018-5625802,Toyota,Innova 2.0E
Toyota Innova E 2.0 MT,2023,720000000.0,Lắp ráp trong nước,Crossover,17529,Xăng,Số tay,https://bonbanh.com/xe-toyota-innova-e-2.0-mt-2023-5637383,Toyota,Innova E 2.0 MT
Honda CRV L,2021,929000000.0,Lắp ráp trong nước,SUV,20000,Xăng,Số tự động,https://bonbanh.com/xe-honda-crv-l-2021-5627903,Honda,CRV L
Hyundai i10 Grand 1.2 AT,2019,340000000.0,Lắp ráp trong nước,Hatchback,60000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-i10-grand-1.2-at-2019-5610486,Hyundai,i10 Grand 1.2 AT
Toyota Vios 1.5E CVT,2020,413000000.0,Lắp ráp trong nước,Sedan,68003,Xăng,Số tự động,https://bonbanh.com/xe-toyota-vios-1.5e-cvt-2020-5627015,Toyota,Vios 1.5E CVT
Chevrolet Trailblazer LTZ 2.5L VGT 4x4 AT,2019,739000000.0,Nhập khẩu,SUV,60000,Dầu,Số tự động,https://bonbanh.com/xe-chevrolet-trailblazer-ltz-2.5l-vgt-4x4-at-2019-5639317,Chevrolet,Trailblazer LTZ 2.5L VGT 4x4 AT
Mitsubishi Outlander 2.0 CVT,2019,610000000.0,Lắp ráp trong nước,SUV,94000,Xăng,Số tự động,https://bonbanh.com/xe-mitsubishi-outlander-2.0-cvt-2019-5610034,Mitsubishi,Outlander 2.0 CVT
Toyota Innova 2.0E,2016,468000000.0,Lắp ráp trong nước,Crossover,11000,Xăng,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2016-5577589,Toyota,Innova 2.0E
Porsche Macan 2.0,2016,1780000000.0,Nhập khẩu,SUV,37007,Xăng,Số tự động,https://bonbanh.com/xe-porsche-macan-2.0-2016-5582244,Porsche,Macan 2.0
Toyota Vios 1.5E MT,2019,343000000.0,Lắp ráp trong nước,Sedan,75003,Xăng,Số tay,https://bonbanh.com/xe-toyota-vios-1.5e-mt-2019-5617758,Toyota,Vios 1.5E MT
Suzuki XL7 1.5 AT,2020,457000000.0,Nhập khẩu,SUV,60003,Xăng,Số tự động,https://bonbanh.com/xe-suzuki-xl7-1.5-at-2020-5633605,Suzuki,XL7 1.5 AT
Hyundai SantaFe 2.4L HTRAC,2019,779000000.0,Lắp ráp trong nước,SUV,55000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.4l-htrac-2019-5595068,Hyundai,SantaFe 2.4L HTRAC
Lexus RX 350 AWD,2011,920000000.0,Nhập khẩu,SUV,70390,Xăng,Số tự động,https://bonbanh.com/xe-lexus-rx-350-awd-2011-4693595,Lexus,RX 350 AWD
Audi Q5 45 TFSI Quattro,2021,2050000000.0,Nhập khẩu,SUV,27000,Xăng,Số tự động,https://bonbanh.com/xe-audi-q5-45-tfsi-quattro-2021-5543479,Audi,Q5 45 TFSI Quattro
Toyota Prado VX 2.7L,2021,2350000000.0,Nhập khẩu,SUV,43000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2021-5539434,Toyota,Prado VX 2.7L
Toyota Vios G 1.5 CVT,2022,509000000.0,Lắp ráp trong nước,Sedan,40000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2022-5603528,Toyota,Vios G 1.5 CVT
Toyota Vios 1.5G,2019,438000000.0,Lắp ráp trong nước,Sedan,65000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-vios-1.5g-2019-5563483,Toyota,Vios 1.5G
Kia Sedona 2.2 DAT Signature,2021,945000000.0,Lắp ráp trong nước,Van/Minivan,56789,Dầu,Số tự động,https://bonbanh.com/xe-kia-sedona-2.2-dat-signature-2021-5475748,Kia,Other
Kia Sedona 2.2 DAT Luxury,2020,895000000.0,Lắp ráp trong nước,Van/Minivan,80000,Dầu,Số tự động,https://bonbanh.com/xe-kia-sedona-2.2-dat-luxury-2020-5637286,Kia,Sedona 2.2 DAT Luxury
Toyota Vios E CVT,2023,490000000.0,Lắp ráp trong nước,Sedan,9000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-vios-e-cvt-2023-5639304,Toyota,Vios E CVT
Audi Q3 2.0 Quattro,2012,459000000.0,Nhập khẩu,Crossover,97000,Xăng,Số tự động,https://bonbanh.com/xe-audi-q3-2.0-quattro-2012-5578385,Audi,Q3 2.0 Quattro
Mitsubishi Grandis 2.4 AT,2005,205000000.0,Lắp ráp trong nước,Crossover,12345,Xăng,Số tự động,https://bonbanh.com/xe-mitsubishi-grandis-2.4-at-2005-5639302,Mitsubishi,Grandis 2.4 AT
Hyundai Elantra 2.0 AT Cao cấp,2022,640000000.0,Lắp ráp trong nước,Sedan,20000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-elantra-2.0-at-cao-cap-2022-5602034,Hyundai,Elantra 2.0 AT Cao cấp
Mitsubishi Xpander 1.5 MT,2023,550000000.0,Lắp ráp trong nước,SUV,20000,Xăng,Số tay,https://bonbanh.com/xe-mitsubishi-xpander-1.5-mt-2023-5603762,Mitsubishi,Xpander 1.5 MT
